2023-04-29T09:22:17.433Z, info, , user registered
2023-05-01T14:53:13.226Z, error, GET /admin/showOrder, No data found
2023-05-01T14:56:35.263Z, error, GET /admin/showOrder, No data found
2023-05-01T14:56:58.774Z, error, GET /admin/showOrder, No data found
2023-05-01T14:57:34.380Z, error, GET /admin/showOrder, No data found
2023-05-01T14:57:41.401Z, error, GET /admin/showOrder, No data found
2023-05-01T14:58:52.258Z, error, GET /admin/showOrder, No data found
2023-05-01T14:59:13.041Z, error, GET /admin/showOrder, No data found
2023-05-01T14:59:26.496Z, error, GET /admin/showOrder, No data found
2023-05-01T15:00:10.274Z, error, GET /admin/showOrder, No data found
2023-05-02T03:47:42.166Z, info, POST /admin/login, login successfully
2023-05-02T03:52:48.547Z, info, POST /admin/login, login successfully
2023-05-02T03:53:01.500Z, error, GET /admin/showOrder, No data found
2023-05-02T03:53:28.261Z, error, GET /admin/showOrder, No data found
2023-05-02T04:00:30.106Z, info, POST /admin/login, login successfully
2023-05-02T04:01:59.109Z, info, PUT /admin/editProducts/1, Item edited successfully
2023-05-02T04:02:07.301Z, info, PUT /admin/editProducts/1, Item edited successfully
2023-05-02T04:03:07.699Z, info, POST /admin/login, login successfully
2023-05-02T04:03:40.918Z, info, POST /admin/order, Data fetched successfully
2023-05-02T04:04:40.957Z, info, GET /admin/search, Data fetched successfully
2023-05-02T04:04:52.661Z, info, GET /admin/search, Data fetched successfully
2023-05-02T04:34:30.780Z, info, POST /admin/login, login successfully
2023-05-02T04:36:56.256Z, error, GET /admin/showOrder, unable to fetch
2023-05-02T04:37:23.172Z, error, GET /admin/showOrder, No data found
2023-05-02T04:37:43.349Z, error, GET /admin/showOrder, No data found
2023-05-02T04:38:05.126Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:38:15.926Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:38:23.218Z, error, GET /admin/showOrder, No data found
2023-05-02T04:39:16.247Z, error, GET /admin/showOrder, unable to fetch
2023-05-02T04:40:12.098Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:40:42.265Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:43:12.222Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:43:37.600Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:44:16.519Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:44:32.198Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:47:22.031Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:49:56.540Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T04:50:10.591Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T05:01:09.865Z, info, DELETE /admin/deleteOrder/6, order deleted successfully
2023-05-02T05:03:45.511Z, info, POST /admin/login, login successfully
2023-05-02T05:04:00.090Z, info, POST /admin/order, Data fetched successfully
2023-05-02T05:06:38.425Z, info, POST /admin/order, Data fetched successfully
2023-05-02T05:08:15.926Z, info, POST /admin/order, Data fetched successfully
2023-05-02T05:13:02.054Z, error, POST /admin/order, No data found
2023-05-02T05:18:24.605Z, error, POST /admin/order, No data found
2023-05-02T05:18:40.176Z, error, POST /admin/order, No data found
2023-05-02T05:22:45.131Z, info, POST /admin/order, Data fetched successfully
2023-05-02T05:23:25.034Z, info, DELETE /admin/deleteOrder/7, order deleted successfully
2023-05-02T05:27:08.406Z, info, DELETE /admin/deleteOrder/8, order deleted successfully
2023-05-02T05:29:03.488Z, info, DELETE /admin/deleteOrder/9, order deleted successfully
2023-05-02T05:29:47.382Z, error, DELETE /admin/deleteOrder/9, order not found
2023-05-02T05:29:54.468Z, info, DELETE /admin/deleteOrder/10, order deleted successfully
2023-05-02T05:33:14.934Z, info, POST /admin/order, Data fetched successfully
2023-05-02T05:33:28.331Z, info, DELETE /admin/deleteOrder/11, order deleted successfully
2023-05-02T05:48:16.575Z, info, POST /admin/login, login successfully
2023-05-02T06:08:49.108Z, info, POST /admin/register, user registered
2023-05-02T06:09:52.437Z, info, POST /admin/register, user registered
2023-05-02T06:10:44.605Z, info, POST /admin/register, user registered
2023-05-02T06:11:55.776Z, info, POST /admin/login, login successfully
2023-05-02T06:12:13.468Z, info, POST /admin/login, login successfully
2023-05-02T06:12:26.511Z, info, POST /admin/login, login successfully
2023-05-02T06:21:55.319Z, info, POST /admin/uploadProduct, uploaded
2023-05-02T06:22:51.633Z, info, POST /admin/uploadProduct, uploaded
2023-05-02T06:25:21.532Z, info, PUT /admin/editProducts/1, Item edited successfully
2023-05-02T06:25:50.760Z, info, PUT /admin/editProducts/1, Item edited successfully
2023-05-02T06:26:24.642Z, info, GET /admin/getProductById/3, Data fetched successfully
2023-05-02T06:37:25.214Z, info, GET /admin/search, Data fetched successfully
2023-05-02T06:37:34.785Z, info, GET /admin/search, Data fetched successfully
2023-05-02T06:37:46.554Z, info, POST /admin/login, login successfully
2023-05-02T06:38:17.475Z, error, POST /admin/order, No data found
2023-05-02T06:38:37.834Z, info, POST /admin/order, Data fetched successfully
2023-05-02T06:38:54.021Z, error, POST /admin/order, Data not found statusCode is not defined
2023-05-02T06:39:32.818Z, error, POST /admin/order, Data not found statusCode is not defined
2023-05-02T06:42:38.281Z, info, POST /admin/order, Data fetched successfully
2023-05-02T06:44:03.395Z, info, PUT /admin/editOrder/1, Data fetched successfully
2023-05-02T06:44:20.915Z, error, DELETE /admin/deleteOrder/11, order not found
2023-05-02T06:44:43.793Z, info, DELETE /admin/deleteOrder/2, order deleted successfully
2023-05-02T07:03:52.772Z, info, POST /admin/login, login successfully
2023-05-02T07:04:18.928Z, info, POST /admin/login, login successfully
2023-05-02T07:04:21.537Z, info, POST /admin/login, login successfully
2023-05-02T07:04:38.459Z, info, POST /admin/login, login successfully
2023-05-02T07:14:39.261Z, info, POST /admin/login, login successfully
2023-05-02T07:14:52.266Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:15:04.009Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:15:23.209Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:15:52.323Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:16:07.056Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:22:07.902Z, error, GET /admin/search, No data found
2023-05-02T07:22:34.721Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:31:09.991Z, error, GET /admin/search, No data found
2023-05-02T07:32:47.828Z, error, GET /admin/search, No data found
2023-05-02T07:32:56.810Z, error, GET /admin/search, No data found
2023-05-02T07:33:14.351Z, error, GET /admin/search, No data found
2023-05-02T07:33:22.015Z, error, GET /admin/search, No data found
2023-05-02T07:36:12.777Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:36:32.233Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:37:15.980Z, error, GET /admin/search, No data found
2023-05-02T07:40:23.642Z, error, GET /admin/search, Data not found items is not defined
2023-05-02T07:43:59.933Z, error, GET /admin/search, Data not found Unable to search products
2023-05-02T07:44:25.902Z, error, GET /admin/search, No data found
2023-05-02T07:45:57.775Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:46:30.111Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:48:25.985Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:49:02.384Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:49:33.119Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:51:30.331Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:52:19.970Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:53:22.342Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:54:51.390Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:54:53.021Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:55:16.830Z, info, GET /admin/search, Data fetched successfully
2023-05-02T07:56:17.591Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:00:15.951Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:01:14.341Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:01:39.594Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:04:21.988Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:05:00.507Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:05:08.209Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:05:21.142Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:05:59.572Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:07:59.324Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:08:47.027Z, error, GET /admin/search, Data not found items is not defined
2023-05-02T08:09:20.463Z, error, GET /admin/search, No data found
2023-05-02T08:09:26.979Z, error, GET /admin/search, No data found
2023-05-02T08:09:44.850Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:10:46.807Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:10:55.986Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:11:16.545Z, info, GET /admin/search, Data fetched successfully
2023-05-02T08:12:00.784Z, info, POST /admin/login, login successfully
2023-05-02T08:12:16.813Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T08:36:54.294Z, info, POST /admin/login, login successfully
2023-05-02T08:37:11.332Z, info, POST /admin/order, Data fetched successfully
2023-05-02T08:39:37.414Z, info, POST /admin/order, Data fetched successfully
2023-05-02T08:41:27.285Z, info, POST /admin/order, Data fetched successfully
2023-05-02T08:43:59.202Z, info, POST /admin/order, Data fetched successfully
2023-05-02T08:47:58.227Z, info, POST /admin/order, Data fetched successfully
2023-05-02T08:48:49.870Z, info, POST /admin/order, Data fetched successfully
2023-05-02T09:07:58.595Z, info, POST /admin/order, Data fetched successfully
2023-05-02T09:09:09.723Z, info, POST /admin/order, Data fetched successfully
2023-05-02T09:10:47.936Z, info, POST /admin/login, login successfully
2023-05-02T09:11:00.245Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T09:11:40.585Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T09:11:45.852Z, error, GET /admin/showOrder, No data found
2023-05-02T09:11:51.053Z, info, GET /admin/showOrder, Data fetched successfully
2023-05-02T09:14:18.428Z, info, POST /admin/login, login successfully
2023-05-02T09:14:35.761Z, info, PUT /admin/editProducts/1, Item edited successfully
2023-05-02T09:14:45.744Z, info, PUT /admin/editProducts/1, Item edited successfully
2023-05-02T09:14:57.192Z, info, POST /admin/login, login successfully
2023-05-02T09:15:20.807Z, info, POST /admin/order, Data fetched successfully
2023-05-02T09:15:47.286Z, error, POST /admin/order, No data found
2023-05-02T09:16:34.474Z, info, POST /admin/order, Data fetched successfully
2023-05-02T09:32:35.299Z, info, POST /admin/login, login successfully
2023-05-02T09:32:58.615Z, error, PUT /admin/editOrder/1, No data found
2023-05-02T09:33:47.668Z, info, PUT /admin/editOrder/1, Data fetched successfully
2023-05-02T09:37:46.051Z, info, PUT /admin/editOrder/1, Data fetched successfully
